,rowID,Genre,UserRatings,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,OPrivCount,UPrivCount,PermissionCount,jlint
0-3,30766,News & Magazines,2.9,10000,0,1,3,48,0,0,1,1
0-3,30770,Travel & Local,2.9,1000,50,589,9,66312,1,4,1,180
0-3,30833,Communication,2.8,10000,92,1573,9,177110,0,1,1,438
0-3,30930,Entertainment,2.9,50000,51,962,3393,85687,0,1,7,158
0-3,30978,Social,2.8,1000,51,29,3,3224,0,0,1,8
0-3,30997,Puzzle,2.8,1000,0,38,6,3155,0,1,2,15
0-3,31094,Health & Fitness,2.7,1000,0,64,3,8907,0,10,12,35
0-3,31161,Card,2.4,1000,51,630,9,63993,0,5,6,179
0-3,31414,Education,2.8,5000,92,1996,18,267936,0,6,3,458
0-3,31508,Education,2.9,10000,51,86,6,9318,3,0,2,23
0-3,31780,News & Magazines,2.9,100000,51,34,3,3371,0,0,1,9
0-3,31857,Lifestyle,2.8,1000000,50,245,6,13027,8,0,3,43
0-3,31875,Tools,2.2,10000,51,6,3,132,1,0,1,0
0-3,32108,Communication,2.9,1000,51,1311,15,285921,2,11,8,1227
0-3,32559,Puzzle,1.7,1000,51,65,3666,8216,0,1,16,47
0-3,32650,Health & Fitness,1.2,1000,51,952,6,86036,1,1,11,305
0-3,32733,Health & Fitness,2.8,5000,50,201,77,20157,0,1,10,53
0-3,32743,Finance,2.7,1000,51,72,6,10867,0,0,3,13
0-3,32851,Entertainment,2.3,1000,92,627,9,82588,0,2,4,186
0-3,32918,News & Magazines,2.9,100000,100,3594,15,471319,5,3,7,744
0-3,33334,Puzzle,2.8,1000,50,12,3,1487,0,0,9,0
0-3,33496,Tools,2.5,10000,51,2325,12,159056,0,1,5,602
0-3,34519,Simulation,2.8,50000,92,596,6,78411,0,3,8,148
0-3,36498,Tools,1.4,10000,50,1031,16,126253,5,4,2,288
0-3,36919,Transportation,2.9,5000000,51,2441,18,270957,5,3,3,992
0-3,38045,Lifestyle,2.5,5000,92,675,14,101838,0,1,30,231
0-3,38707,Tools,2.9,1000,92,1424,9,201910,1,1,8,222
0-3,38816,Entertainment,2.7,1000,100,1160,6,92659,0,2,3,235
0-3,41719,Transportation,2.7,5000,50,2415,15,294950,0,1,3,477
0-3,42239,Health & Fitness,2.4,10000,0,322,6,29293,0,2,13,54
0-3,45046,Medical,2.9,1000,51,166,3,31849,0,5,25,39
0-3,45154,Tools,2.2,10000,51,50,3676,5208,2,0,3,20
0-3,45326,Entertainment,2.8,1000,51,1214,9,118706,0,1,1,300
0-3,45353,Casual,2.6,1000,51,234,12,25740,0,2,1,47
0-3,45530,Lifestyle,2.6,10000,51,247,6,32422,1,4,5,77
0-3,45600,Communication,2.8,1000,51,459,6,42154,4,0,2,111
0-3,45697,Business,2.3,1000,50,52,6,4692,1,0,11,31
0-3,45772,Business,2.8,1000,51,309,6,22531,0,4,9,92
0-3,45907,Puzzle,2.8,10000,0,33,3,2884,0,0,9,10
0-3,45916,Productivity,2.7,5000,0,22,3,1662,2,1,16,6
0-3,45917,Travel & Local,2.2,5000,51,83,6,12419,0,2,3,30
0-3,45927,Communication,2.3,1000,51,74,3,6253,1,0,4,11
0-3,45930,Health & Fitness,1,1000,0,7,3,157,0,0,8,0
0-3,45967,Communication,2,1000,51,77,3663,7599,0,0,6,27
0-3,45985,Finance,2.9,1000,51,76,12,7849,0,0,9,17
0-3,45988,Entertainment,2.8,5000,0,9,3,311,0,1,1,0
0-3,45991,Communication,2.9,1000,51,96,3663,9432,0,0,5,51
0-3,45997,Tools,2.4,10000,0,33,3,2110,2,0,8,5
0-3,46030,Photography,2.2,50000,51,153,9,13915,0,1,7,42
0-3,46133,Transportation,2.2,5000,100,2215,9,272738,2,2,20,363
0-3,46187,Tools,2.5,10000,50,2395,12,253765,11,2,14,535
0-3,46211,Finance,2,1000,51,73,3,10824,0,0,8,12
0-3,46227,Sports,2.8,5000,51,201,6,18322,0,1,6,77
0-3,46241,Travel & Local,2.5,1000,51,482,6,46139,1,2,4,78
0-3,46250,Puzzle,2.6,1000,51,72,3663,6634,0,0,4,30
0-3,46264,Social,2.7,1000,50,1128,9,129631,1,3,2,317
0-3,46380,Communication,2.4,1000,51,450,6,30829,1,2,44,106
0-3,46444,Communication,2.9,100000,88,2243,9,269188,6,8,11,362
0-3,46459,News & Magazines,2.8,5000,100,4649,12,559339,0,3,5,1213
0-3,46544,Photography,1,1000,51,10,3,525,0,1,5,0
0-3,46623,Entertainment,2.7,1000,51,1705,18,188685,1,5,4,570
0-3,46626,Lifestyle,2.1,1000,50,429,6,43225,2,1,4,218
0-3,46640,Finance,2.1,1000,50,964,9,79511,0,2,3,221
0-3,46653,News & Magazines,1,1000,51,1197,9,117506,0,3,5,380
0-3,46675,Entertainment,2.7,50000,0,8,3,215,0,1,3,0
0-3,46722,Tools,2.9,5000,51,73,6,7893,0,1,13,32
0-3,46725,Travel & Local,2.9,1000,51,11,3,369,0,0,3,1
0-3,46752,Entertainment,2.8,1000,0,16,3,981,0,0,3,0
0-3,46767,Tools,1.4,1000,51,86,3663,8775,0,0,7,35
0-3,46768,Communication,2.6,1000,50,73,6,8553,2,0,8,17
0-3,46775,Tools,2.8,5000,51,137,6,11225,1,3,22,56
0-3,46776,Travel & Local,2.9,1000,51,27,6,2188,0,0,4,1
0-3,46792,Lifestyle,2,10000,51,30,3,2829,1,0,11,13
0-3,46808,Puzzle,2.9,10000,51,23,3,2613,0,0,8,2
0-3,46899,Entertainment,2,1000,51,1073,12,88650,0,1,2,214
0-3,46942,Medical,2.8,10000,92,517,6,68752,1,2,7,130
0-3,46952,Photography,2.8,1000,50,978,12,79351,0,3,13,271
0-3,46956,Communication,2.8,5000,51,459,6,42176,4,0,5,111
0-3,46963,News & Magazines,2.7,10000,50,1764,12,198611,2,1,7,654
0-3,46988,Finance,2.8,1000,50,562,6,45975,2,0,10,168
0-3,46989,News & Magazines,2.9,5000,50,1764,12,198611,2,1,7,654
0-3,46996,Puzzle,2.7,5000,51,694,9,83949,0,3,8,201
0-3,47003,News & Magazines,2.3,5000,50,1764,12,198611,2,1,14,654
0-3,47012,Lifestyle,2,1000,51,10,3,282,0,0,6,0
0-3,47015,News & Magazines,1.9,1000,50,1764,12,198611,2,1,14,654
0-3,47023,News & Magazines,2,1000,50,1764,12,198611,2,1,2,654
0-3,47040,News & Magazines,2,5000,50,1764,12,198611,2,1,14,654
0-3,47152,Entertainment,2.6,10000,51,521,9,49894,0,4,4,123
0-3,47154,Entertainment,2.7,10000,50,232,3,22276,2,1,2,95
0-3,47166,Books & Reference,2.6,5000,50,476,3,37411,0,2,9,132
0-3,47190,Finance,2.7,5000,50,322,12,26446,1,1,17,110
0-3,47351,News & Magazines,2.4,100000,0,6,3,132,0,0,1,0
0-3,47372,Libraries & Demo,2.8,100000,0,96,6,9108,2,0,2,36
0-3,47405,Arcade,2,10000,51,119,3,12222,0,0,17,48
0-3,47418,Education,2.6,10000,0,41,9,4355,0,0,17,34
0-3,47429,Health & Fitness,2.8,1000,0,52,3,3214,0,1,4,7
0-3,47431,Entertainment,2.8,1000,0,12,3,656,0,0,1,0
0-3,47475,Travel & Local,1,1000,50,70,5095,7553,0,0,1,27
0-3,47478,Tools,1.7,1000,0,55,6,7195,0,1,9,14
0-3,47493,Education,2.2,1000,51,109,3,11785,0,0,1,45
0-3,47499,Weather,2.9,1000,51,38,3,3427,0,0,11,15
0-3,47522,Entertainment,2.4,10000,51,34,3,3742,0,1,12,8
0-3,47551,Puzzle,2.6,50000,51,84,3,7489,0,0,1,20
0-3,47721,Health & Fitness,2.6,1000,51,654,15,70194,7,1,2,271
0-3,47751,Communication,2.8,1000,51,696,18,80775,0,2,11,421
0-3,47755,Communication,2.7,1000,50,48,3,4093,2,0,26,13
0-3,47782,Business,2.9,1000,50,1182,10,104145,2,1,3,422
0-3,47827,News & Magazines,2.9,10000,50,1764,12,198611,2,1,17,654
0-3,47836,Personalization,2.4,1000,51,141,6,13922,0,1,4,27
0-3,47900,Entertainment,2.5,1000,50,96,3,10220,2,1,3,38
0-3,49460,Shopping,2.3,5000,0,6,3,134,0,0,5,0
0-3,49590,Books & Reference,2.9,10000,50,1668,12,118179,4,2,5,347
0-3,49933,News & Magazines,2.6,1000,50,1692,12,171609,2,1,2,654
0-3,50100,Entertainment,1.8,1000,51,116,3,10323,0,1,13,36
0-3,50357,Shopping,2.8,50000,51,445,9,39982,0,1,9,104
0-3,50579,News & Magazines,2,1000,51,525,12,62910,0,0,1,214
0-3,50590,Media & Video,2.6,10000,51,74,3,5932,0,0,1,6
0-3,50595,Finance,2.7,1000000,51,204,9,26490,1,2,4,67
0-3,50642,Finance,2.6,5000,51,83,6,11996,0,0,10,52
0-3,50697,News & Magazines,2.8,5000000,51,1744,15,159213,0,2,11,446
0-3,50769,Business,2.8,1000,92,2876,9,327565,1,1,3,414
0-3,50983,Entertainment,2.1,5000,51,16,3,1875,3,1,2,7
0-3,51030,Casual,2.7,100000,51,1634,12,164167,1,3,17,455
0-3,51346,Tools,1.5,1000,0,18,3,778,0,0,2,1
0-3,51512,Entertainment,2.7,1000,0,8,3,256,0,1,1,0
0-3,51518,Puzzle,2.8,1000,0,826,6,115172,0,5,6,247
0-3,51890,Business,2.9,1000,51,989,15,57854,0,0,7,174
0-3,52348,Education,2.8,1000,51,323,6,65018,1,1,13,517
0-3,52405,Business,1,1000,0,7,3,209,0,0,6,0
0-3,52722,Entertainment,2.1,1000,51,479,9,44825,0,2,2,115
0-3,52842,News & Magazines,2.9,1000,100,3439,9,393568,1,3,4,717
0-3,52961,Tools,1.4,10000,50,1031,16,126312,5,4,3,288
0-3,53153,Music & Audio,2.8,1000,50,1851,15,180135,0,3,1,451
0-3,53509,Transportation,2.9,5000000,51,2444,18,271115,5,3,6,996
0-3,53901,Personalization,2.7,5000,92,3037,12,355291,1,2,9,716
0-3,54146,Music & Audio,2.9,1000,51,944,9,102080,0,6,17,217
0-3,54217,Media & Video,2.6,1000,92,1142,9,129253,0,3,3,237
0-3,54342,Puzzle,2.3,1000,51,170,3,14624,0,2,15,61
0-3,54364,Books & Reference,2.9,100000,51,2985,9,291879,1,1,3,1154
0-3,54763,Casual,2.6,5000,51,70,5111,6431,0,0,15,25
0-3,55344,Entertainment,2.6,5000,51,335,6,32520,0,2,3,140
0-3,55382,Lifestyle,2.8,1000,100,5301,15,529880,2,2,14,1226
0-3,55668,Tools,2.6,1000,51,214,6,17086,0,1,3,65
0-3,55860,Card,2.6,1000,92,3301,9,373462,0,5,7,532
0-3,55889,Health & Fitness,2.5,10000000,0,1028,6,92780,0,0,3,296
0-3,56266,Tools,2.8,100000,51,756,6,70020,0,3,8,165
0-3,56332,News & Magazines,2.5,10000,51,802,9,95167,2,4,21,268
0-3,56582,Simulation,2.7,10000,92,3406,6,376779,0,3,6,526
0-3,57006,Music & Audio,2.8,50000,50,270,5117,31426,0,1,7,114
0-3,57126,Lifestyle,2.8,1000,0,554,9,57178,0,1,8,117
0-3,57128,News & Magazines,2.6,1000,100,2425,12,272876,3,3,3,648
0-3,57383,Education,1.5,50000,51,2197,15,300707,0,6,5,643
0-3,57619,Lifestyle,2.3,1000,51,319,6,23129,0,4,3,97
0-3,57625,Business,2.9,50000,50,623,9,70829,3,0,16,348
0-3,57695,Media & Video,2.9,10000,51,354,10,54005,2,1,5,142
0-3,57696,Transportation,2.7,1000,51,73,3,7298,8,0,20,10
0-3,57810,Finance,2.3,5000,50,990,9,82442,0,2,16,238
0-3,57863,Puzzle,2.6,10000,50,63,3,6137,0,0,8,21
0-3,57873,Lifestyle,2.7,5000,51,27,6,2955,0,0,2,7
0-3,57928,Tools,2.6,1000,50,43,6,4493,3,0,3,12
0-3,57935,Lifestyle,2.5,1000,51,17,3,1058,2,0,3,0
0-3,57990,Travel & Local,2.7,1000,51,35,3,4699,0,0,11,8
0-3,58045,Travel & Local,2.4,1000,50,14,3,467,4,0,17,1
0-3,58050,Health & Fitness,2.7,1000,0,14,6,758,0,0,7,1
0-3,58054,Education,2.8,1000,0,17,6,565,0,1,4,1
0-3,58066,Finance,1.4,1000,51,136,6,19323,0,3,3,45
0-3,58079,Health & Fitness,2.8,1000,51,109,3,7562,2,1,2,18
0-3,58087,Tools,2.6,5000,0,9,3,216,0,0,15,1
0-3,58117,Finance,2.6,5000,51,12,6,503,0,0,3,1
0-3,58315,Books & Reference,2.8,100000,52,2159,15,184220,4,3,7,527
0-3,58369,Productivity,2.6,10000,51,70,6,7261,0,1,1,32
0-3,58371,Books & Reference,2.9,50000,51,67,3,7156,0,0,21,22
0-3,58466,Health & Fitness,2.8,1000,50,2662,18,428273,1,5,16,768
0-3,60897,Transportation,2.7,10000,50,2435,15,295472,0,1,10,443
0-3,61267,Shopping,2.7,5000000,50,337,6,25713,3,3,16,123
0-3,65818,News & Magazines,2.9,1000,50,1764,12,198611,2,1,16,654
0-3,65848,News & Magazines,2.9,1000,50,1692,12,171609,2,1,1,654
0-3,66203,Business,2.9,5000,50,1185,10,104227,2,1,14,407
0-3,66274,Lifestyle,2.6,5000,50,537,9,79285,2,0,2,119
0-3,66453,Puzzle,2.9,10000,51,119,6,13096,0,0,2,51
0-3,66496,Entertainment,2.2,5000,51,109,3,11785,0,0,3,45
0-3,66513,Finance,1,1000,0,54,3,5382,0,0,10,9
0-3,66565,Books & Reference,1.7,1000,0,33,3,3076,0,2,6,12
0-3,66571,Social,2.8,1000,51,67,3,7459,0,0,6,21
0-3,66572,Travel & Local,2,1000,50,58,3,5945,5,1,6,28
0-3,66574,Entertainment,2.8,1000,51,56,3660,5580,0,1,12,26
0-3,66577,Lifestyle,2.6,5000,0,29,3,1921,2,0,13,8
0-3,66593,Libraries & Demo,2.7,5000,51,140,3343,8024,0,0,4,32
0-3,66603,Finance,2.8,5000,51,33,3,3320,0,1,6,17
0-3,66614,Health & Fitness,2,1000,51,119,6,12142,0,0,16,46
0-3,66634,Puzzle,2.9,10000,51,114,3,12188,0,0,10,45
0-3,66680,Entertainment,2.4,50000,51,16,3,900,0,0,2,4
0-3,66717,Tools,1,1000,50,193,6,14202,5,0,3,21
0-3,66779,Puzzle,2.6,100000,51,275,9,32211,0,2,1,59
0-3,66799,Travel & Local,1.9,1000,50,165,6,17936,1,0,11,85
0-3,66803,Travel & Local,2.2,1000,50,165,6,17936,1,0,5,85
0-3,66857,Puzzle,2.5,1000,50,70,3,8759,0,1,1,22
0-3,66963,Lifestyle,2.2,1000,50,97,6,7443,3,0,1,12
0-3,67001,Finance,2,1000,51,1240,15,138025,2,4,11,407
0-3,67005,Finance,2.7,1000,51,467,5074,31045,1,1,5,80
0-3,67114,Books & Reference,2.5,10000,50,1718,21,176492,4,2,3,850
0-3,67178,Lifestyle,2.2,10000,50,79,3,8874,2,1,7,17
0-3,67220,Finance,2.9,5000,50,2849,15,304735,1,4,9,904
0-3,67305,Books & Reference,2.9,50000,51,2602,85,297016,1,2,7,605
0-3,67331,Lifestyle,2.9,1000,51,256,3381,23662,1,1,2,72
0-3,67403,Communication,2.8,10000,51,545,6,59354,4,0,19,132
0-3,67405,Education,2.9,10000,51,4700,12,471391,2,1,13,1215
0-3,67457,Education,2.5,100000,51,317,9,36091,1,1,15,98
0-3,67549,News & Magazines,2.5,1000,50,733,9,67801,1,3,3,190
0-3,67613,Productivity,2.3,50000,0,27,3,1245,0,0,5,2
0-3,67632,Tools,2.9,5000,51,47,9,3698,0,0,11,14
0-3,67634,Tools,2.8,10000,51,99,3666,9743,0,0,2,35
0-3,67653,Finance,2.9,1000,51,75,3,6780,0,1,22,34
0-3,67664,Health & Fitness,2.6,5000,51,37,6,4055,0,0,7,8
0-3,67671,Communication,2.8,1000,51,53,3,4343,7,0,5,11
0-3,67672,Social,2.8,1000,51,141,3339,7992,0,0,18,35
0-3,67696,Card,2.6,1000,0,17,3,1292,0,0,12,2
0-3,67740,Casual,2.4,10000,51,112,3,12259,0,0,8,46
0-3,67749,Music,2.9,100000,51,1750,12,158598,0,3,8,484
0-3,67761,Entertainment,2.7,50000,51,93,6,12871,2,1,4,65
0-3,67787,Tools,2.7,1000000,51,30,6,1268,1,4,18,3
0-3,67820,Medical,2.6,5000,51,316,6,22945,0,4,5,94
0-3,67924,Transportation,2.1,1000,50,14,6,434,1,0,12,0
0-3,68217,Entertainment,2.9,100000,51,108,3,11741,0,0,2,45
0-3,68349,Libraries & Demo,1.8,5000,0,31,3,2117,0,1,10,1
0-3,68353,News & Magazines,2.7,1000,51,20,3,839,0,0,4,0
0-3,68360,Tools,2.7,1000,51,70,6,8105,0,0,22,18
0-3,68394,Tools,2.8,10000,0,15,3,1022,1,0,5,1
0-3,68453,Entertainment,2.8,100000,51,89,3679,10815,1,0,3,54
0-3,68462,News & Magazines,1.8,100000,51,24,3,1914,0,0,7,3
0-3,68513,Adventure,2.7,1000000,92,2459,6,246593,2,5,4,627
0-3,68549,Books & Reference,2.4,5000,51,213,9,24992,0,2,5,82
0-3,68579,Puzzle,2.8,1000,92,562,5098,61315,2,2,17,218
0-3,68583,Business,2.3,1000,51,85,3,5130,1,1,3,15
0-3,68762,Education,2.8,1000,51,69,3,7353,0,1,13,38
0-3,68826,Books & Reference,2.5,1000,92,1147,6,190564,0,3,2,431
0-3,68944,Finance,2.9,1000,51,65,6,4782,0,0,19,13
0-3,68948,Transportation,2.7,5000,51,45,6,2813,0,0,15,18
0-3,68975,Entertainment,2.6,1000,51,111,3,12040,2,0,12,45
0-3,68978,Puzzle,2.5,1000,51,56,6,3911,0,0,3,9
0-3,68979,Tools,2.9,1000,51,73,6,7986,0,1,2,34
0-3,68983,Finance,2.8,1000,51,19,3,918,2,0,4,1
0-3,68987,Social,1.7,1000,51,22,3,1331,2,0,3,3
0-3,69027,Arcade,2.2,5000,51,33,6,3526,0,0,2,22
0-3,69029,Business,2.5,5000,51,105,6,10953,0,1,1,17
0-3,69166,Entertainment,2.6,1000,0,13,3,386,0,1,11,1
0-3,69446,Educational,2.7,1000,92,187,6,22232,1,6,19,59
0-3,69533,Tools,2.4,1000,0,329,6,30281,1,1,5,53
0-3,69539,Tools,2.6,1000,53,599,3,42595,10,0,8,197
0-3,69550,News & Magazines,2.5,10000,50,1764,12,198611,2,1,7,654
0-3,69561,Finance,2.9,1000,50,662,15,62640,2,2,3,163
0-3,69634,Photography,2.9,1000,0,287,6,25296,0,3,6,45
0-3,69659,Media & Video,2.8,10000,0,35,3,2596,0,1,5,1
0-3,69663,News & Magazines,2.8,10000,51,84,6,8670,2,0,6,16
0-3,69668,Education,2.9,5000,51,79,6,8092,0,1,3,32
0-3,69672,Entertainment,2.4,1000,51,7,3,170,0,0,8,0
0-3,69686,Sports,2.2,1000,51,56,3,3354,0,0,2,8
0-3,69702,Casual,1.9,1000,51,13,6,624,0,0,3,1
0-3,69704,Productivity,2.5,1000,51,123,3,12489,0,0,5,45
0-3,69807,Finance,2.3,50000,51,45,3,4002,2,0,2,18
0-3,69827,Entertainment,2.9,100000,51,939,12,93883,0,0,3,258
0-3,69832,Casual,2.9,100000,51,195,3,14691,0,2,10,88
0-3,69897,Books & Reference,2.9,100000,51,111,6,10537,0,1,4,27
0-3,69924,Tools,2.9,10000,0,12,3,1219,0,0,7,0
0-3,69928,Photography,2.4,100000,51,569,9,46093,3,2,10,147
0-3,69965,Arcade,2.7,100000,92,832,15,108776,0,6,3,352
0-3,70435,Lifestyle,2.8,10000,50,113,6,8926,3,0,5,29
0-3,70447,Sports,2.5,5000,51,80,5114,8026,1,2,7,28
0-3,70459,Social,2.8,1000,51,57,6,5734,0,0,1,27
0-3,70461,Books & Reference,2.9,5000,0,13,3,493,0,0,2,1
0-3,70462,Entertainment,2.2,1000,51,110,3,11758,0,0,1,44
0-3,70463,Entertainment,2.4,1000,51,53,3660,5642,0,0,4,26
0-3,70505,Education,2.4,1000,0,38,3,2960,0,0,6,14
0-3,70596,Transportation,2.9,5000,51,1360,9,135280,0,1,3,400
0-3,70689,Travel & Local,2.7,1000,51,35,3,2716,1,0,15,2
0-3,70929,Entertainment,2.6,1000,51,588,3,65922,0,2,2,253
0-3,70984,Entertainment,1.9,1000,51,10,3,322,0,0,12,0
0-3,71072,Photography,2.8,10000,51,93,3,6638,2,1,2,28
0-3,71092,Libraries & Demo,2.3,5000,92,4337,30,544048,0,8,5,1163
0-3,71155,Health & Fitness,2.8,10000,0,9,3,445,0,0,12,0
0-3,71169,Tools,2.8,1000,50,751,15,75943,18,0,3,163
0-3,71245,Action,2.1,10000,51,595,9,60595,0,6,11,177
0-3,71274,Transportation,2.9,1000,50,274,12,26229,3,1,1,96
0-3,71281,Puzzle,2.5,5000,51,1559,15,88537,0,2,2,168
0-3,71384,Personalization,2.5,10000,51,1425,9,145751,2,1,5,395
0-3,71433,Medical,2.7,1000,92,187,6,22232,0,9,20,59
0-3,71533,Education,2.8,1000,51,301,6,26281,0,3,2,49
0-3,71534,Lifestyle,2.7,1000,50,1246,6,123666,1,2,14,391
0-3,71544,Health & Fitness,2.3,1000,51,319,6,23129,0,4,22,97
0-3,71646,Photography,2.5,10000,51,305,3666,32505,2,0,3,99
0-3,71659,Photography,2.9,50000,51,314,3669,33942,2,0,3,97
0-3,71940,Books & Reference,2.8,100000,83,3413,15,280959,4,3,8,698
0-3,72141,Finance,2,1000,51,50,6,2997,0,0,3,2
0-3,72316,Travel & Local,2.4,1000,51,429,5117,52743,1,0,9,160
0-3,72319,Travel & Local,2.6,1000,51,429,5117,52743,1,0,9,160
0-3,72450,Tools,2.5,10000,51,2308,12,158278,0,1,7,602
0-3,72622,Entertainment,2.9,1000,0,295,6,26113,0,3,15,45
0-3,72651,Entertainment,2.9,1000,51,853,6,83863,0,3,1,203
0-3,73458,Travel & Local,2.7,1000,50,16,3,904,2,0,2,3
0-3,73602,Business,2.5,1000,50,191,6,16316,1,0,10,29
0-3,73622,Business,2.8,1000,51,1948,9,202844,1,5,2,596
0-3,74015,Arcade,2.7,10000,0,82,6,8339,0,8,5,66
0-3,74210,Business,2.6,1000,50,83,3,11662,5,1,3,41
0-3,74278,Business,2.8,50000,51,127,9,16836,0,6,4,62
0-3,74517,Puzzle,1,1000,51,200,3378,16867,0,1,4,47
0-3,74534,Health & Fitness,2.6,10000,0,350,6,31805,1,2,15,61
0-3,74579,Finance,2.9,10000,51,63,3679,6246,0,0,4,21
0-3,74582,Finance,2.9,1000,50,695,6,81313,1,2,8,149
0-3,74720,Tools,2,1000,51,78,6,9577,0,1,9,32
0-3,75022,Sports,2.8,10000,51,1159,18,171583,1,5,6,673
0-3,75059,Business,1.8,1000,51,54,3,5366,1,0,5,2
0-3,75075,Entertainment,2.8,10000,51,260,9,21262,0,2,4,80
0-3,75085,Communication,2.7,1000,92,3148,9,353343,0,2,2,467
0-3,75179,Lifestyle,2.2,10000,50,10,3,422,0,0,5,0
0-3,75186,Casual,2.8,10000,92,828,6,83288,0,1,15,134
0-3,75214,Shopping,2.7,10000,51,2378,6,217422,2,3,7,559
0-3,75222,Medical,2.9,10000,51,79,6,7850,2,0,7,26
0-3,75342,Business,2.6,1000,95,2719,12,288191,2,3,15,613
0-3,75376,Strategy,2.2,10000,51,1015,6,106450,0,2,5,273
0-3,75402,Puzzle,2.3,1000,51,245,6,22771,0,7,9,133
0-3,75505,Entertainment,2.9,1000,0,1439,44457,259502,0,1,5,523
0-3,75819,Entertainment,2.3,1000,0,290,6,25377,1,3,10,45
0-3,76087,Comics,2.8,10000,51,668,9,63505,0,6,2,259
0-3,77506,News & Magazines,2.6,5000,51,76,12,7582,1,1,1,47
0-3,77537,Travel & Local,2.9,100000,50,414,12,46509,1,1,4,95
0-3,77594,Lifestyle,2.2,10000,51,460,9,47259,0,1,2,116
0-3,77660,Media & Video,2.9,10000,51,2318,344734,144353,1,1,0,479
0-3,80024,Business,2.3,1000,0,12,3,594,0,1,0,0
0-3,80335,Finance,2.2,1000,51,1278,9,125426,0,3,0,312
0-3,80396,Transportation,2.8,10000,50,2438,15,296054,0,1,0,443
0-3,80415,Business,1.6,10000,51,130,3,12044,2,0,0,89
0-3,80650,Entertainment,2.4,1000,51,92,6,4290,0,0,0,4
0-3,80795,Entertainment,1.7,1000,50,189,3354,15411,2,1,0,43
0-3,81228,Entertainment,2.8,50000,50,1356,9,133736,2,3,0,347
0-3,81354,Entertainment,2.9,1000,51,11,3,1060,2,0,0,5
0-3,81411,Books & Reference,2.4,10000,0,12,3,914,0,0,0,1
0-3,82018,Education,2.4,1000,51,38,6,4069,1,0,0,21
0-3,82019,Education,2.9,1000,51,38,6,4069,1,0,0,21
0-3,82162,News & Magazines,2.3,100000,51,4911,15,467060,1,1,0,1477
0-3,82822,Transportation,2.9,5000000,51,2544,18,279944,5,3,0,1025
0-3,82882,Education,2.7,1000,50,1546,18,165951,2,1,0,299
0-3,83027,Shopping,1,1000,92,1752,15,313931,1,5,0,4982
0-3,89322,Casual,2.4,1000000,50,1765,9,149685,0,4,0,544
0-3,90891,Entertainment,1.8,10000,51,55,3,3513,0,0,0,14
0-3,91073,Puzzle,2.4,1000,51,259,6,28229,0,5,0,130
0-3,91376,Puzzle,2.9,1000,92,3839,15,420547,0,9,0,1079
0-3,92119,Tools,2.6,10000,50,459,6,44561,1,1,0,150
0-3,94618,Entertainment,2.8,100000,92,241,3,43084,1,2,0,90
0-3,94727,Education,1,1000,51,15,3,717,0,0,0,4
0-3,94760,Role Playing,2.9,1000,51,254,15,32345,0,3,0,157
0-3,94792,Education,2.7,5000,51,16,3,737,0,0,0,4
0-3,101022,Finance,2.8,1000000,50,4,3,770,13,0,0,11
0-3,102316,Health & Fitness,2.8,5000,51,672,12,91590,1,4,0,263
0-3,102451,Productivity,2.7,1000,51,702,12,69078,0,2,0,174
0-3,102776,News & Magazines,2,1000,100,5206,12,570537,3,3,0,1056
0-3,102808,Weather,2.8,1000,92,589,9,78270,0,1,0,154
0-3,103073,Puzzle,2.9,100000,51,135,3,16867,0,0,0,46
0-3,103139,Tools,2.5,10000,50,2395,12,253765,11,2,0,535
0-3,103156,Tools,2,1000,0,37,3,2497,0,0,0,6
0-3,103405,Communication,2.9,100000,88,2243,9,269188,6,8,0,362
0-3,103406,Entertainment,2.8,5000,51,804,12,79373,0,3,0,215
0-3,103541,Puzzle,2.7,5000,51,694,9,83949,0,3,0,201
0-3,103706,Sports,2.3,5000,51,2137,15,239966,0,6,0,645
0-3,103723,Entertainment,2.8,1000,92,938,6,119610,0,2,0,237
0-3,103775,Libraries & Demo,2.6,1000,0,8,3,399,0,0,0,1
0-3,103879,Business,2.9,5000,50,1185,10,104251,2,1,0,415
0-3,103880,Business,2.8,1000,51,257,9,35370,0,5,0,121
0-3,104023,Social,2.8,50000,51,861,12,113856,1,6,0,311
0-3,104191,Education,1,1000,51,24,3,1489,0,0,0,2
0-3,104192,Books & Reference,1,1000,51,24,3,1489,0,0,0,2
0-3,104194,Finance,2.8,1000,51,375,3,27926,0,5,0,123
0-3,104497,Education,2.5,100000,51,836,12,85170,2,2,0,190
0-3,105036,Business,1,1000,51,94,6,8686,0,0,0,17
0-3,105048,Music & Audio,2.7,100000,92,155,6,18079,0,6,0,47
0-3,105087,Puzzle,2.5,1000,51,56,6,3911,0,0,0,8
0-3,105426,Education,2,1000,51,84,3,5903,1,0,0,6
0-3,106063,Puzzle,2.7,5000,51,1554,15,86646,1,2,0,171
0-3,106239,Music & Audio,2.8,100000,51,112,3,12147,0,0,0,44
0-3,106244,Entertainment,2.7,1000,51,133,3676,8469,1,0,0,48
0-3,106246,Music & Audio,1.5,5000,51,1406,15,308210,0,9,0,1248
0-3,106297,Entertainment,2.5,1000,50,458,9,50198,1,5,0,124
0-3,106302,Business,2.6,1000,51,90,9,9500,0,2,0,26
